,name_en,syllables,syllable_count,forms,category,height_m,weight_kg,has_gender,female_percent,is_breedable,catch_rate,leveling_rate,base_hp,base_atk,base_def,base_spatk,base_spdef,base_speed,base_stat_total,egg_group_0,egg_group_1,type_0,type_1,ability_0,ability_1,hidden_ability,is_legendary,is_mythical,is_part_of_evolution,stage,evolution_level
119,Jynx,['Jynx'],1,1,Human Shape Pokemon,1.4,40.6,True,100.0,True,45,Medium Fast,65,50,35,115,95,95,455,Human-Like,,Ice,Psychic,Oblivious,Forewarn,Dry Skin,False,False,True,2,
120,Electabuzz,"['Elec', 'ta', 'buzz']",3,1,Electric Pokemon,1.1,30.0,True,25.0,True,45,Medium Fast,65,83,57,95,85,105,490,Human-Like,,Electric,,Static,,Vital Spirit,False,False,True,2,
121,Magmar,"['Ma', 'gmar']",2,1,Spitfire Pokemon,1.3,44.5,True,25.0,True,45,Medium Fast,65,95,57,100,85,93,495,Human-Like,,Fire,,Flame Body,,Vital Spirit,False,False,True,2,
122,Pinsir,"['Pin', 'sir']",2,1,Stag Beetle Pokemon,1.5,55.0,True,50.0,True,45,Slow,65,125,100,55,70,85,500,Bug,,Bug,,Hyper Cutter,Mold Breaker,Moxie,False,False,False,1,
123,Tauros,"['Tau', 'ros']",2,4,Wild Bull Pokemon,1.4,88.4,True,0.0,True,45,Slow,75,100,95,40,70,110,490,Field,,Normal,,Intimidate,Anger Point,Sheer Force,False,False,False,1,
124,Magikarp,"['Ma', 'gi', 'karp']",3,1,Fish Pokemon,0.9,10.0,True,50.0,True,255,Slow,20,10,55,15,20,80,200,Water 2,Dragon,Water,,Swift Swim,,Rattled,False,False,True,1,20.0
125,Gyarados,"['Gya', 'ra', 'dos']",3,1,Atrocious Pokemon,6.5,235.0,True,50.0,True,45,Slow,95,125,79,60,100,81,540,Water 2,Dragon,Water,Flying,Intimidate,,Moxie,False,False,True,2,
126,Lapras,"['La', 'pras']",2,1,Transport Pokemon,2.5,220.0,True,50.0,True,45,Slow,130,85,80,85,95,60,535,Monster,Water 1,Water,Ice,Water Absorb,Shell Armor,Hydration,False,False,False,1,
127,Ditto,"['Dit', 'to']",2,1,Transform Pokemon,0.3,4.0,False,0.0,True,35,Medium Fast,48,48,48,48,48,48,288,Ditto,,Normal,,Limber,,Imposter,False,False,False,1,
128,Eevee,"['Ee', 'vee']",2,1,Evolution Pokemon,0.3,6.5,True,12.5,True,45,Medium Fast,55,55,50,45,65,55,325,Field,,Normal,,Run Away,Adaptability,Anticipation,False,False,True,1,
129,Vaporeon,"['Va', 'po', 'reon']",3,1,Bubble Jet Pokemon,1.0,29.0,True,12.5,True,45,Medium Fast,130,65,60,110,95,65,525,Field,,Water,,Water Absorb,,Hydration,False,False,True,2,
130,Jolteon,"['Jol', 'teon']",2,1,Lightning Pokemon,0.8,24.5,True,12.5,True,45,Medium Fast,65,65,60,110,95,130,525,Field,,Electric,,Volt Absorb,,Quick Feet,False,False,True,2,
131,Flareon,"['Fla', 'reon']",2,1,Flame Pokemon,0.9,25.0,True,12.5,True,45,Medium Fast,65,130,60,95,110,65,525,Field,,Fire,,Flash Fire,,Guts,False,False,True,2,
132,Porygon,"['Po', 'ry', 'gon']",3,1,Virtual Pokemon,0.8,36.5,False,0.0,True,45,Medium Fast,65,60,70,85,75,40,395,Mineral,,Normal,,Trace,Download,Analytic,False,False,True,1,
133,Omanyte,"['Oma', 'ny', 'te']",3,1,Spiral Pokemon,0.4,7.5,True,12.5,True,45,Medium Fast,35,40,100,90,55,35,355,Water 1,Water 3,Rock,Water,Swift Swim,Shell Armor,Weak Armor,False,False,True,1,40.0
134,Omastar,"['Omas', 'tar']",2,1,Spiral Pokemon,1.0,35.0,True,12.5,True,45,Medium Fast,70,60,125,115,70,55,495,Water 1,Water 3,Rock,Water,Swift Swim,Shell Armor,Weak Armor,False,False,True,2,
135,Kabuto,"['Ka', 'bu', 'to']",3,1,Shellfish Pokemon,0.5,11.5,True,12.5,True,45,Medium Fast,30,80,90,55,45,55,355,Water 1,Water 3,Rock,Water,Swift Swim,Battle Armor,Weak Armor,False,False,True,1,40.0
136,Kabutops,"['Ka', 'bu', 'tops']",3,1,Shellfish Pokemon,1.3,40.5,True,12.5,True,45,Medium Fast,60,115,105,65,70,80,495,Water 1,Water 3,Rock,Water,Swift Swim,Battle Armor,Weak Armor,False,False,True,2,
137,Aerodactyl,"['Ae', 'ro', 'dac', 'tyl']",4,1,Fossil Pokemon,1.8,59.0,True,12.5,True,45,Slow,80,105,65,60,75,130,515,Flying,,Rock,Flying,Rock Head,Pressure,Unnerve,False,False,False,1,
138,Snorlax,"['Snor', 'lax']",2,1,Sleeping Pokemon,2.1,460.0,True,12.5,True,25,Slow,160,110,65,65,110,30,540,Monster,,Normal,,Immunity,Thick Fat,Gluttony,False,False,True,2,
139,Articuno,"['Arti', 'cu', 'no']",3,2,Freeze Pokemon,1.7,55.4,True,0.0,False,3,Slow,90,85,100,95,125,85,580,No Eggs Discovered,,Ice,Flying,Pressure,,Snow Cloak,True,False,False,1,
140,Zapdos,"['Zap', 'dos']",2,2,Electric Pokemon,1.6,52.6,False,0.0,False,3,Slow,90,90,85,125,90,100,580,No Eggs Discovered,,Electric,Flying,Pressure,,Static,True,False,False,1,
141,Moltres,"['Mol', 'tres']",2,2,Flame Pokemon,2.0,60.0,True,0.0,False,3,Slow,90,100,90,125,85,90,580,No Eggs Discovered,,Fire,Flying,Pressure,,Flame Body,True,False,False,1,
142,Dratini,"['Dra', 'ti', 'ni']",3,1,Dragon Pokemon,1.8,3.3,True,50.0,True,45,Slow,41,64,45,50,50,50,300,Water 1,Dragon,Dragon,,Shed Skin,,Marvel Scale,False,False,True,1,30.0
143,Dragonair,"['Dra', 'go', 'nair']",3,1,Dragon Pokemon,4.0,16.5,True,50.0,True,45,Slow,61,84,65,70,70,70,420,Water 1,Dragon,Dragon,,Shed Skin,,Marvel Scale,False,False,True,2,55.0
144,Dragonite,"['Dra', 'go', 'ni', 'te']",4,1,Dragon Pokemon,2.2,210.0,True,50.0,True,45,Slow,91,134,95,100,100,80,600,Water 1,Dragon,Dragon,Flying,Inner Focus,,Multiscale,False,False,True,3,
145,Mewtwo,"['Mew', 'two']",2,1,Genetic Pokemon,2.0,122.0,False,0.0,False,3,Slow,106,110,90,154,90,130,680,No Eggs Discovered,,Psychic,,Pressure,,Unnerve,True,False,False,1,
146,Mew,['Mew'],1,1,New Species Pokemon,0.4,4.0,False,0.0,False,45,Medium Slow,100,100,100,100,100,100,600,No Eggs Discovered,,Psychic,,Synchronize,,,False,True,False,1,
147,Chikorita,"['Chi', 'ko', 'ri', 'ta']",4,1,Leaf Pokemon,0.9,6.4,True,12.5,True,45,Medium Slow,45,49,65,49,65,45,318,Monster,Grass,Grass,,Overgrow,,Leaf Guard,False,False,True,1,16.0
148,Bayleef,"['Bay', 'leef']",2,1,Leaf Pokemon,1.2,15.8,True,12.5,True,45,Medium Slow,60,62,80,63,80,60,405,Monster,Grass,Grass,,Overgrow,,Leaf Guard,False,False,True,2,32.0
149,Meganium,"['Me', 'ga', 'nium']",3,1,Herb Pokemon,1.8,100.5,True,12.5,True,45,Medium Slow,80,82,100,83,100,80,525,Monster,Grass,Grass,,Overgrow,,Leaf Guard,False,False,True,3,
150,Cyndaquil,"['Cyn', 'da', 'quil']",3,1,Fire Mouse Pokemon,0.5,7.9,True,12.5,True,45,Medium Slow,39,52,43,60,50,65,309,Field,,Fire,,Blaze,,Flash Fire,False,False,True,1,14.0
151,Quilava,"['Qui', 'la', 'va']",3,1,Volcano Pokemon,0.9,19.0,True,12.5,True,45,Medium Slow,58,64,58,80,65,80,405,Field,,Fire,,Blaze,,Flash Fire,False,False,True,2,36.0
152,Typhlosion,"['Typ', 'hlo', 'sion']",3,2,VolcanoPokemon,1.7,79.5,True,12.5,True,45,Medium Slow,78,84,78,109,85,100,534,Field,,Fire,,Blaze,,Flash Fire,False,False,True,3,
153,Totodile,"['To', 'to', 'di', 'le']",4,1,Big Jaw Pokemon,0.6,9.5,True,12.5,True,45,Medium Slow,50,65,64,44,48,43,314,Monster,Water 1,Water,,Torrent,,Sheer Force,False,False,True,1,18.0
154,Croconaw,"['Cro', 'co', 'naw']",3,1,Big Jaw Pokemon,1.1,25.0,True,12.5,True,45,Medium Slow,65,80,80,59,63,58,405,Monster,Water 1,Water,,Torrent,,Sheer Force,False,False,True,2,30.0
155,Feraligatr,"['Fe', 'ra', 'li', 'gatr']",4,1,Big Jaw Pokemon,2.3,88.8,True,12.5,True,45,Medium Slow,85,105,100,79,83,78,530,Monster,Water 1,Water,,Torrent,,Sheer Force,False,False,True,3,
156,Sentret,"['Sen', 'tret']",2,1,Scout Pokemon,0.8,6.0,True,50.0,True,255,Medium Fast,35,46,34,35,45,20,215,Field,,Normal,,Run Away,Keen Eye,Frisk,False,False,True,1,15.0
157,Furret,"['Fur', 'ret']",2,1,Long Body Pokemon,1.8,32.5,True,50.0,True,90,Medium Fast,85,76,64,45,55,90,415,Field,,Normal,,Run Away,Keen Eye,Frisk,False,False,True,2,
158,Hoothoot,"['Hoot', 'hoot']",2,1,Owl Pokemon,0.7,21.2,True,50.0,True,255,Medium Fast,60,30,30,36,56,50,262,Flying,,Normal,Flying,Insomnia,Keen Eye,Tinted Lens,False,False,True,1,20.0
159,Noctowl,"['Noc', 'towl']",2,1,Owl Pokemon,1.6,40.8,True,50.0,True,90,Medium Fast,100,50,50,76,96,70,442,Flying,,Normal,Flying,Insomnia,Keen Eye,Tinted Lens,False,False,True,2,
160,Ledyba,"['Le', 'dy', 'ba']",3,1,Five Star Pokemon,1.0,10.8,True,50.0,True,255,Fast,40,20,30,40,80,55,265,Bug,,Bug,Flying,Swarm,Early Bird,Rattled,False,False,True,1,18.0
161,Ledian,"['Le', 'dian']",2,1,Five Star Pokemon,1.4,35.6,True,50.0,True,90,Fast,55,35,50,55,110,85,390,Bug,,Bug,Flying,Swarm,Early Bird,Iron Fist,False,False,True,2,
162,Spinarak,"['Spi', 'na', 'rak']",3,1,String Spit Pokemon,0.5,8.5,True,50.0,True,255,Fast,40,60,40,40,40,30,250,Bug,,Bug,Poison,Swarm,Insomnia,Sniper,False,False,True,1,22.0
163,Ariados,"['Aria', 'dos']",2,1,Long Leg Pokemon,1.1,33.5,True,50.0,True,90,Fast,70,90,70,60,60,40,390,Bug,,Bug,Poison,Swarm,Insomnia,Sniper,False,False,True,2,
164,Crobat,"['Cro', 'bat']",2,1,Bat Pokemon,1.8,75.0,True,50.0,True,90,Medium Fast,85,90,80,70,80,130,535,Flying,,Poison,Flying,Inner Focus,,Infiltrator,False,False,True,3,
165,Chinchou,"['Chinc', 'hou']",2,1,Angler Pokemon,0.5,12.0,True,50.0,True,190,Slow,75,38,38,56,56,67,330,Water 2,,Water,Electric,Volt Absorb,Illuminate,Water Absorb,False,False,True,1,27.0
166,Lanturn,"['Lan', 'turn']",2,1,Light Pokemon,1.2,22.5,True,50.0,True,75,Slow,125,58,58,76,76,67,460,Water 2,,Water,Electric,Volt Absorb,Illuminate,Water Absorb,False,False,True,2,
167,Pichu,"['Pic', 'hu']",2,1,Tiny Mouse Pokemon,0.3,2.0,True,50.0,True,190,Medium Fast,20,40,15,35,35,60,205,No Eggs Discovered,,Electric,,Static,,Lightning Rod,False,False,True,1,
168,Cleffa,"['Clef', 'fa']",2,1,Star Shape Pokemon,0.3,3.0,True,75.0,True,150,Fast,50,25,28,45,55,15,218,No Eggs Discovered,,Fairy,,Cute Charm,Magic Guard,Friend Guard,False,False,True,1,
169,Igglybuff,"['Iggly', 'buff']",2,1,Balloon Pokemon,0.3,1.0,True,75.0,True,170,Fast,90,30,15,40,20,15,210,No Eggs Discovered,,Normal,Fairy,Cute Charm,Competitive,Friend Guard,False,False,True,1,
170,Togepi,"['To', 'ge', 'pi']",3,1,Spike Ball Pokemon,0.3,1.5,True,12.5,True,190,Fast,35,20,65,40,65,20,245,No Eggs Discovered,,Fairy,,Hustle,Serene Grace,Super Luck,False,False,True,1,
171,Togetic,"['To', 'ge', 'tic']",3,1,Happiness Pokemon,0.6,3.2,True,12.5,True,75,Fast,55,40,85,80,105,40,405,Flying,Fairy,Fairy,Flying,Hustle,Serene Grace,Super Luck,False,False,True,2,
172,Natu,"['Na', 'tu']",2,1,Tiny Bird Pokemon,0.2,2.0,True,50.0,True,190,Medium Fast,40,50,45,70,45,70,320,Flying,,Psychic,Flying,Synchronize,Early Bird,Magic Bounce,False,False,True,1,25.0
173,Xatu,"['Xa', 'tu']",2,1,Mystic Pokemon,1.5,15.0,True,50.0,True,75,Medium Fast,65,75,70,95,70,95,470,Flying,,Psychic,Flying,Synchronize,Early Bird,Magic Bounce,False,False,True,2,
174,Mareep,"['Ma', 'reep']",2,1,Wool Pokemon,0.6,7.8,True,50.0,True,235,Medium Slow,55,40,40,65,45,35,280,Monster,Field,Electric,,Static,,Plus,False,False,True,1,15.0
175,Flaaffy,"['Flaaf', 'fy']",2,1,Wool Pokemon,0.8,13.3,True,50.0,True,120,Medium Slow,70,55,55,80,60,45,365,Monster,Field,Electric,,Static,,Plus,False,False,True,2,30.0
176,Ampharos,"['Ampha', 'ros']",2,1,Light Pokemon,1.4,61.5,True,50.0,True,45,Medium Slow,90,75,75,115,90,55,500,Monster,Field,Electric,,Static,,Plus,False,False,True,3,
177,Bellossom,"['Bel', 'los', 'som']",3,1,Flower Pokemon,0.4,5.8,True,50.0,True,45,Medium Slow,75,80,85,90,100,50,480,Grass,,Grass,,Chlorophyll,,Healer,False,False,True,3,
178,Marill,"['Ma', 'rill']",2,1,Aqua Mouse Pokemon,0.4,8.5,True,50.0,True,190,Fast,70,20,50,20,50,40,250,Water 1,Fairy,Water,Fairy,Thick Fat,Huge Power,Sap Sipper,False,False,True,2,18.0
179,Azumarill,"['Azu', 'ma', 'rill']",3,1,Aqua Rabbit Pokemon,0.8,28.5,True,50.0,True,75,Fast,100,50,80,50,80,50,410,Water 1,Fairy,Water,Fairy,Thick Fat,Huge Power,Sap Sipper,False,False,True,3,
180,Sudowoodo,"['Su', 'do', 'woo', 'do']",4,1,Imitation Pokemon,1.2,38.0,True,50.0,True,65,Medium Fast,70,100,115,30,65,30,410,Mineral,,Rock,,Sturdy,Rock Head,Rattled,False,False,True,2,
181,Politoed,"['Po', 'li', 'toed']",3,1,Frog Pokemon,1.1,33.9,True,50.0,True,45,Medium Slow,90,75,75,90,100,70,500,Water 1,,Water,,Water Absorb,Damp,Drizzle,False,False,True,3,
182,Hoppip,"['Hop', 'pip']",2,1,Cottonweed Pokemon,0.4,0.5,True,50.0,True,255,Medium Slow,35,35,40,35,55,50,250,Fairy,Grass,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,False,False,True,1,18.0
183,Skiploom,"['Ski', 'ploom']",2,1,Cottonweed Pokemon,0.6,1.0,True,50.0,True,120,Medium Slow,55,45,50,45,65,80,340,Fairy,Grass,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,False,False,True,2,27.0
184,Jumpluff,"['Jum', 'pluff']",2,1,Cottonweed Pokemon,0.8,3.0,True,50.0,True,45,Medium Slow,75,55,70,55,85,110,450,Fairy,Grass,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,False,False,True,3,
185,Aipom,"['Ai', 'pom']",2,1,Long Tail Pokemon,0.8,11.5,True,50.0,True,45,Fast,55,70,55,40,55,85,360,Field,,Normal,,Run Away,Pickup,Skill Link,False,False,True,1,
186,Sunkern,"['Sun', 'kern']",2,1,Seed Pokemon,0.3,1.8,True,50.0,True,235,Medium Slow,30,30,30,30,30,30,180,Grass,,Grass,,Chlorophyll,Solar Power,Early Bird,False,False,True,1,
187,Sunflora,"['Sun', 'flo', 'ra']",3,1,Sun Pokemon,0.8,8.5,True,50.0,True,120,Medium Slow,75,75,55,105,85,30,425,Grass,,Grass,,Chlorophyll,Solar Power,Early Bird,False,False,True,2,
188,Yanma,"['Yan', 'ma']",2,1,Clear Wing Pokemon,1.2,38.0,True,50.0,True,75,Medium Fast,65,65,45,75,45,95,390,Bug,,Bug,Flying,Speed Boost,Compound Eyes,Frisk,False,False,True,1,
189,Wooper,"['Woo', 'per']",2,2,Water Fish Pokemon,0.4,8.5,True,50.0,True,255,Medium Fast,55,45,45,25,25,15,210,Water 1,Field,Water,Ground,Damp,Water Absorb,Unaware,False,False,True,1,20.0
190,Quagsire,"['Qua', 'gsi', 're']",3,1,Water Fish Pokemon,1.4,75.0,True,50.0,True,90,Medium Fast,95,85,85,65,65,35,430,Water 1,Field,Water,Ground,Damp,Water Absorb,Unaware,False,False,True,2,
191,Espeon,['Espeon'],1,1,Sun Pokemon,0.9,26.5,True,12.5,True,45,Medium Fast,65,65,60,130,95,110,525,Field,,Psychic,,Synchronize,,Magic Bounce,False,False,True,2,
192,Umbreon,['Umbreon'],1,1,Moonlight Pokemon,1.0,27.0,True,12.5,True,45,Medium Fast,95,65,110,60,130,65,525,Field,,Dark,,Synchronize,,Inner Focus,False,False,True,2,
193,Murkrow,"['Mur', 'krow']",2,1,Darkness Pokemon,0.5,2.1,True,50.0,True,30,Medium Slow,60,85,42,85,42,91,405,Flying,,Dark,Flying,Insomnia,Super Luck,Prankster,False,False,True,1,
194,Slowking,"['Slow', 'king']",2,2,Royal Pokemon,2.0,79.5,True,50.0,True,70,Medium Fast,95,75,80,100,110,30,490,Monster,Water 1,Water,Psychic,Oblivious,Own Tempo,Regenerator,False,False,True,2,
195,Misdreavus,"['Mis', 'drea', 'vus']",3,1,Screech Pokemon,0.7,1.0,True,50.0,True,45,Fast,60,60,60,85,85,85,435,Amorphous,,Ghost,,Levitate,,,False,False,True,1,
196,Unown,['Unown'],1,1,Symbol Pokemon,0.5,5.0,False,0.0,False,225,Medium Fast,48,72,48,72,48,48,336,No Eggs Discovered,,Psychic,,Levitate,,,False,False,False,1,
197,Wobbuffet,"['Wob', 'buf', 'fet']",3,1,Patient Pokemon,1.3,28.5,True,50.0,True,45,Medium Fast,190,33,58,33,58,33,405,Amorphous,,Psychic,,Shadow Tag,,Telepathy,False,False,True,2,
198,Girafarig,"['Gi', 'ra', 'fa', 'rig']",4,1,Long Neck Pokemon,1.5,41.5,True,50.0,True,60,Medium Fast,70,80,65,90,65,85,455,Field,,Normal,Psychic,Inner Focus,Early Bird,Sap Sipper,False,False,True,1,
199,Pineco,"['Pi', 'ne', 'co']",3,1,Bagworm Pokemon,0.6,7.2,True,50.0,True,190,Medium Fast,50,65,90,35,35,15,290,Bug,,Bug,,Sturdy,,Overcoat,False,False,True,1,31.0
200,Forretress,"['For', 're', 'tress']",3,1,Bagworm Pokemon,1.2,125.8,True,50.0,True,75,Medium Fast,75,90,140,60,60,40,465,Bug,,Bug,Steel,Sturdy,,Overcoat,False,False,True,2,
201,Dunsparce,"['Duns', 'par', 'ce']",3,1,Land Snake Pokemon,1.5,14.0,True,50.0,True,190,Medium Fast,100,70,70,65,65,45,415,Field,,Normal,,Serene Grace,Run Away,Rattled,False,False,True,1,
202,Gligar,"['Gli', 'gar']",2,1,Fly Scorpion Pokemon,1.1,64.8,True,50.0,True,60,Medium Slow,65,75,105,35,65,85,430,Bug,,Ground,Flying,Hyper Cutter,Sand Veil,Immunity,False,False,True,1,
203,Steelix,"['Stee', 'lix']",2,1,Iron Snake Pokemon,9.2,400.0,True,50.0,True,25,Medium Fast,75,85,200,55,65,30,510,Mineral,,Steel,Ground,Rock Head,Sturdy,Sheer Force,False,False,True,2,
204,Snubbull,"['Snub', 'bull']",2,1,Fairy Pokemon,0.6,7.8,True,75.0,True,190,Fast,60,80,50,40,40,30,300,Field,Fairy,Fairy,,Intimidate,Run Away,Rattled,False,False,True,1,23.0
205,Granbull,"['Gran', 'bull']",2,1,Fairy Pokemon,1.4,48.7,True,75.0,True,75,Fast,90,120,75,60,60,45,450,Field,Fairy,Fairy,,Intimidate,Quick Feet,Rattled,False,False,True,2,
206,Qwilfish,"['Qwil', 'fish']",2,2,Balloon Pokemon,0.5,3.9,True,50.0,True,45,Medium Fast,65,95,75,55,55,85,430,Water 2,,Water,Poison,Poison Point,Swift Swim,Intimidate,False,False,False,1,
207,Scizor,"['Sci', 'zor']",2,1,Pincer Pokemon,1.8,118.0,True,50.0,True,25,Medium Fast,70,130,100,55,80,65,500,Bug,,Bug,Steel,Swarm,Technician,Light Metal,False,False,True,2,
208,Shuckle,"['Shuc', 'kle']",2,1,Mold Pokemon,0.6,20.5,True,50.0,True,190,Medium Slow,20,10,230,10,230,5,505,Bug,,Bug,Rock,Sturdy,Gluttony,Contrary,False,False,False,1,
209,Heracross,"['He', 'ra', 'cross']",3,1,Single Horn Pokemon,1.5,54.0,True,50.0,True,45,Slow,80,125,75,40,95,85,500,Bug,,Bug,Fighting,Swarm,Guts,Moxie,False,False,False,1,
210,Sneasel,"['Snea', 'sel']",2,2,Sharp Claw Pokemon,0.9,28.0,True,50.0,True,60,Medium Slow,55,95,55,35,75,115,430,Field,,Dark,Ice,Inner Focus,Keen Eye,Pickpocket,False,False,True,1,
211,Teddiursa,"['Ted', 'diur', 'sa']",3,1,Little Bear Pokemon,0.6,8.8,True,50.0,True,120,Medium Fast,60,80,50,50,50,40,330,Field,,Normal,,Pickup,Quick Feet,Honey Gather,False,False,True,1,30.0
212,Ursaring,"['Ursa', 'ring']",2,1,Hibernator Pokemon,1.8,125.8,True,50.0,True,60,Medium Fast,90,130,75,75,75,55,500,Field,,Normal,,Guts,Quick Feet,Unnerve,False,False,True,2,
213,Slugma,"['Slu', 'gma']",2,1,Lava Pokemon,0.7,35.0,True,50.0,True,190,Medium Fast,40,40,40,70,40,20,250,Amorphous,,Fire,,Magma Armor,Flame Body,Weak Armor,False,False,True,1,38.0
214,Magcargo,"['Mag', 'car', 'go']",3,1,Lava Pokemon,0.8,55.0,True,50.0,True,75,Medium Fast,50,50,120,80,80,30,410,Amorphous,,Fire,Rock,Magma Armor,Flame Body,Weak Armor,False,False,True,2,
215,Swinub,"['Swi', 'nub']",2,1,Pig Pokemon,0.4,6.5,True,50.0,True,225,Slow,50,50,40,30,30,50,250,Field,,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,False,False,True,1,33.0
216,Piloswine,"['Pi', 'lo', 'swi', 'ne']",4,1,Swine Pokemon,1.1,55.8,True,50.0,True,75,Slow,100,100,80,60,60,50,450,Field,,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,False,False,True,2,
217,Corsola,"['Cor', 'so', 'la']",3,2,Coral Pokemon,0.6,5.0,True,75.0,True,60,Fast,55,55,85,65,85,35,380,Water 1,Water 3,Water,Rock,Hustle,Natural Cure,Regenerator,False,False,False,1,38.0
218,Remoraid,"['Re', 'mo', 'raid']",3,1,Jet Pokemon,0.6,12.0,True,50.0,True,190,Medium Fast,35,65,35,65,35,65,300,Water 1,Water 2,Water,,Hustle,Sniper,Moody,False,False,True,1,25.0
219,Octillery,"['Octil', 'le', 'ry']",3,1,Jet Pokemon,0.9,28.5,True,50.0,True,75,Medium Fast,75,105,75,105,75,45,480,Water 1,Water 2,Water,,Suction Cups,Sniper,Moody,False,False,True,2,
220,Delibird,"['De', 'li', 'bird']",3,1,Delivery Pokemon,0.9,16.0,True,50.0,True,45,Fast,45,55,45,65,45,75,330,Water 1,Field,Ice,Flying,Vital Spirit,Hustle,Insomnia,False,False,False,1,
221,Mantine,"['Man', 'ti', 'ne']",3,1,Kite Pokemon,2.1,220.0,True,50.0,True,25,Slow,65,40,70,80,140,70,465,Water 1,,Water,Flying,Swift Swim,Water Absorb,Water Veil,False,False,True,2,
222,Skarmory,"['Skar', 'mo', 'ry']",3,1,Armor Bird Pokemon,1.7,50.5,True,50.0,True,25,Slow,65,80,140,40,70,70,465,Flying,,Steel,Flying,Keen Eye,Sturdy,Weak Armor,False,False,False,1,
223,Houndour,"['Houn', 'dour']",2,1,Dark Pokemon,0.6,10.8,True,50.0,True,120,Slow,45,60,30,80,50,65,330,Field,,Dark,Fire,Early Bird,Flash Fire,Unnerve,False,False,True,1,24.0
224,Houndoom,"['Houn', 'doom']",2,1,Dark Pokemon,1.4,35.0,True,50.0,True,45,Slow,75,90,50,110,80,95,500,Field,,Dark,Fire,Early Bird,Flash Fire,Unnerve,False,False,True,2,
225,Kingdra,"['King', 'dra']",2,1,Dragon Pokemon,1.8,152.0,True,50.0,True,45,Medium Fast,75,95,95,95,95,85,540,Water 1,Dragon,Water,Dragon,Swift Swim,Sniper,Damp,False,False,True,3,
226,Phanpy,"['Phan', 'py']",2,1,Long Nose Pokemon,0.5,33.5,True,50.0,True,120,Medium Fast,90,60,60,40,40,40,330,Field,,Ground,,Pickup,,Sand Veil,False,False,True,1,25.0
227,Donphan,"['Donp', 'han']",2,1,Armor Pokemon,1.1,120.0,True,50.0,True,60,Medium Fast,90,120,120,60,60,50,500,Field,,Ground,,Sturdy,,Sand Veil,False,False,True,2,
228,Porygon2,"['Po', 'ry', 'gon2']",3,1,Virtual Pokemon,0.6,32.5,False,0.0,True,45,Medium Fast,85,80,90,105,95,60,515,Mineral,,Normal,,Trace,Download,Analytic,False,False,True,2,
229,Stantler,"['Stan', 'tler']",2,1,Big Horn Pokemon,1.4,71.2,True,50.0,True,45,Slow,73,95,62,85,65,85,465,Field,,Normal,,Intimidate,Frisk,Sap Sipper,False,False,True,1,
230,Smeargle,"['Smear', 'gle']",2,1,Painter Pokemon,1.2,58.0,True,50.0,True,45,Fast,55,20,35,20,45,75,250,Field,,Normal,,Own Tempo,Technician,Moody,False,False,False,1,
231,Tyrogue,"['Ty', 'ro', 'gue']",3,1,Scuffle Pokemon,0.7,21.0,True,0.0,True,75,Medium Fast,35,35,35,35,35,35,210,No Eggs Discovered,,Fighting,,Guts,Steadfast,Vital Spirit,False,False,True,1,20.0
232,Hitmontop,"['Hi', 'tmon', 'top']",3,1,Handstand Pokemon,1.4,48.0,True,0.0,True,45,Medium Fast,50,95,95,35,110,70,455,Human-Like,,Fighting,,Intimidate,Technician,Steadfast,False,False,True,2,
233,Smoochum,"['Smooc', 'hum']",2,1,Kiss Pokemon,0.4,6.0,True,100.0,True,45,Medium Fast,45,30,15,85,65,65,305,No Eggs Discovered,,Ice,Psychic,Oblivious,Forewarn,Hydration,False,False,True,1,30.0
234,Elekid,"['Ele', 'kid']",2,1,Electric Pokemon,0.6,23.5,True,25.0,True,45,Medium Fast,45,63,37,65,55,95,360,No Eggs Discovered,,Electric,,Static,,Vital Spirit,False,False,True,1,30.0
235,Magby,"['Mag', 'by']",2,1,Live Coal Pokemon,0.7,21.4,True,25.0,True,45,Medium Fast,45,75,37,70,55,83,365,No Eggs Discovered,,Fire,,Flame Body,,Vital Spirit,False,False,True,1,30.0
236,Miltank,"['Mil', 'tank']",2,1,Milk Cow Pokemon,1.2,75.5,True,100.0,True,45,Slow,95,80,105,40,70,100,490,Field,,Normal,,Thick Fat,Scrappy,Sap Sipper,False,False,False,1,
237,Blissey,"['Blis', 'sey']",2,1,Happiness Pokemon,1.5,46.8,True,100.0,True,30,Fast,255,10,10,75,135,55,540,Fairy,,Normal,,Natural Cure,Serene Grace,Healer,False,False,True,3,
238,Raikou,"['Rai', 'kou']",2,1,Thunder Pokemon,1.9,178.0,False,0.0,False,3,Slow,90,85,75,115,100,115,580,No Eggs Discovered,,Electric,,Pressure,,Inner Focus,True,False,False,1,
239,Entei,['Entei'],1,1,Volcano Pokemon,2.1,198.0,False,0.0,False,3,Slow,115,115,85,90,75,100,580,No Eggs Discovered,,Fire,,Pressure,,Inner Focus,True,False,False,1,
240,Suicune,"['Sui', 'cu', 'ne']",3,1,Aurora Pokemon,2.0,187.0,False,0.0,False,3,Slow,100,75,115,90,115,85,580,No Eggs Discovered,,Water,,Pressure,,Inner Focus,True,False,False,1,
